event_id,transaction_description,transaction_type,iban,counterparty_name,counterparty_iban,amount,currency,transaction_subtype,monetary_account_id,updated_timestamp,place_name,place_address,category,geolocation_latitude,geolocation_longitude,geolocation_altitude,geolocation_radius,user_type,merchant_category_code,tags,opening_periods,number_of_recommendation_total,recommendations_category,categories_friends,url_google_maps,city,country,event_type,inner_id,owner_user_id,.transaction_subtype,number_of_recommendations_total,transaction_subnetype,counterparty_ibank,eventType,counterparty_ibn
3847295284,"ADYEN: Spotify.com, Sweden
9.99 USD, 1 USD = 0.85870 EUR",ADYEN,DE31BUNQ1056845201,Spotify,,-8.57,EUR,SUBSCRIPTION,7539852,2024-02-11T14:20:31.547283,Spotify,,MUSIC,48.864716,2.349014,,,PERSON,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,AdyenTransaction,,388,,,,,,
9574823751,Salary Jasmine - June 2024 + Overtime,SWIFT,GB92BARC2081655281,Jasmine Green,GB37NWBK1621471234,-4250.0,GBP,PAYMENT,9383245,2024-06-28T10:38:15.287340,,,PAYROLL,51.516712,-0.120348,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,1893214763,102,,,,,,
874521097,"PAYMENT: AMAZON 0800-496-1081, UK
",PAYMENT,UK67BUNQ2075347891,Amazon,,-22.99,GBP,INVOICE,191,2022-08-22T09:15:41.195211,Amazon,,SHOPPING,51.487267,-0.132875,,,COMPANY,7399,"online, shopping, store",,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 1, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 2, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [['John Doe', 'PERSON', 1, '32531a15-c8eb-4281-abf1-00a115fba706']], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [['Mary Smith', 'PERSON', 2, '99a8c176-46a1-4387-8b68-ed7cbbe2b688']], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,PaymentAction,,558,,,,,,
892653417,"IDEAL: Zalando Zalando.com/bill, DE
355.90 EUR",IDEAL,DE68BUNQ3050926716,Zalando,,-355.9,EUR,INVOICE,5412875,2021-07-15T14:32:24.125456,Zalando,,CLOTHING,21.028511,105.804817,,,PERSON,,"Online, Clothing, E-commerce",,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,iDealPayment,,771,,,,,,
983394354,,WISE,UK81WISE2025114632,WiseBank,UK91WISE2025123471,-20.5,GBP,TRANSFER PAYMENT,254,2022-10-22T16:20:10.223836,,,FINANCE,40.721174,-73.997596,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,998763259,334,,,,,,
58008920,"WISE: SUPERMART LAUSANNE, CH
",WISE,CH89BUNQ4022187546,SUPERMART,,-45.17,CHF,WITHDRAWAL,159,2020-10-17T14:08:27.256481,,,SHOPPING,51.441642,5.4697225,,,COMPANY,5499,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,WiseAction,,771,,,,,,
318859321,"FIS: ATLAS CINEMA DENVER, US
 in Peoria St, 80012, Denver, US, 80012.",FIS,US87BUNQ2046274453,Atlas Cinema,,-9.0,USD,WITHDRAWAL,159,2020-02-20T14:38:05.728492,Atlas Cinema,"Peoria St, 80012, Denver, US, 80012.",ENTERTAINMENT,39.739236,-104.990251,0,0,COMPANY,7832,"cinema, entertainment","{'monday': [], 'tuesday': [], 'wednesday': [], 'thursday': [], 'friday': [], 'saturday': [], 'sunday': []}",0.0,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",https://maps.google.com/?cid=1509724832373952104,Denver,US,MasterCardAction,,388,,,,,,
298579660,Payment request from R. Smith (Robert) to D. Brown (Dave) with title Weekends hangout.,PAYMENT,DE93BUNQ4012167836,R. Smith,DE12BUNQ4012549872,-70.0,GBP,REQUEST,298,2022-06-15T10:12:23.926013,,,ENTERTAINMENT,51.9134001,4.4021487,,,PERSON,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,RequestResponse,,771,,,,,,
956432162,"BUNQ: Starbucks Coffee, Amsterdam, NL
",BUNQ,NL93ABNA0421563287,Starbucks,,-7.5,EURO,PAYMENT,2841916,2022-10-22T10:05:32.134512,Starbucks Coffee,,FOOD_AND_DRINK,40.721174,-73.997596,,,COMPANY,5812,"coffee, cafe",,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,BunqAction,,334,,,,,,
127488932,"PAYMENT: HSBC LONDON, UK
",PAYMENT,UK98BUNQ3456217890,HSBC,,0.0,GBP,WITHDRAWAL,345,2020-03-15T16:35:51.123456,,,HOUSEHOLD_EXPENSES,37.779322,-122.419204,,,COMPANY,4812,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,PaymentAction,,336,,,,,,
198745269,"PAYMENT: TESCO Bronsby BRIGHTON, UK
 in Churchill Square, 82-83, Brighton, UK, BN1 2TF.",PAYMENT,UK82BUNQ5865027390,Tesco Store,,-35.67,GBP,PURCHASE,6358029,2022-11-26T16:22:45.482016,Tesco,"Churchill Square, 82-83, Brighton, UK, BN1 2TF.",GROCERIES,50.8235,-0.13720000000000002,0,0,PERSON,5411,"supermarket, bakery, pharmacy","{'monday': [{'open': 700, 'close': 2300}], 'tuesday': [{'open': 700, 'close': 2300}], 'wednesday': [{'open': 700, 'close': 2300}], 'thursday': [{'open': 700, 'close': 2300}], 'friday': [{'open': 700, 'close': 2300}], 'saturday': [{'open': 700, 'close': 2300}], 'sunday': [{'open': 700, 'close': 2100}]}",5.0,"{'PENDING': 0, 'SKIPPED': 1, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 2, 'RECOMMENDED_FOR_BUSINESS': 1, 'RECOMMENDED_FOR_FAMILY': 1, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [{'name': 'Doe, John', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '492389432'}], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [{'name': 'Smith, Jane', 'user_type': 'PERSON', 'number_of_recommendations': 2, 'uuid': '115900229'}, {'name': 'Sam, Alex', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '498112093'}], 'RECOMMENDED_FOR_BUSINESS': [{'name': 'Miller, Ben', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '199328229'}], 'RECOMMENDED_FOR_FAMILY': [{'name': 'Parker, Mary', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '958123123'}], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",https://maps.google.com/?cid=1294038290312983120,Brighton,UK,RegularPaymentAction,,282,,,,,,
